Title,Published_date,Views,Likes,Comments
Karachi Kings Head Coach Peter Moores talks to Erin Holland | HBL PSL 7 | ML2L,2022-02-14T13:11:14Z,9717,325,16
Kamran Swing Momentum with Brilliant Fifty | Lahore vs Quetta | Match 20 | HBL PSL 7 | ML2T,2022-02-14T13:00:07Z,6645,122,4
Hamaray Heroes Powered by Inverex Solar Energy | Episode 21 | Yasin Ali,2022-02-14T12:31:43Z,2391,128,9
Opener | Islamabad United vs Karachi Kings | Match 21 | HBL PSL 7 | ML2G,2022-02-14T11:30:03Z,20973,487,18
Quetta Gladiators Fall Of Wickets | Lahore vs Quetta | Match 20 | HBL PSL 7 | ML2T,2022-02-14T11:00:19Z,16920,563,14
Babar Azam Fifty Goes In Vain | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-14T09:00:15Z,12743,249,7
Fantastic Debut Innings By Mohammad Haris | Peshawar vs Karachi | Match 19 | HBL PSL 7 | ML2T,2022-02-14T07:00:02Z,318252,5819,87
HBL PSL ⭐️ Star Life ⭐️ with  Alex Hales #HBLPSL7 #LevelHai | ML2T,2022-02-14T07:00:01Z,25390,1497,38
Superb Knock By Fakhar Zaman | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-14T06:00:21Z,14108,299,20
🎙 Exclusive 🎙 Experience the last over madness of #IUvQG game from the commentary box! | ML2T,2022-02-14T05:00:12Z,233971,6921,107
"Zinda Dilaan e Lahore came out to support their team today, and their team didn’t disappoint! | ML2T",2022-02-13T20:11:52Z,22812,852,24
Full Highlights | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T19:30:02Z,899173,23352,201
🛎️ Verdict 🛎️ Erin Holland Recaps #LQvQG with Nick Knight | HBL PSL | ML2T,2022-02-13T19:19:06Z,12320,523,21
Closer | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T19:14:53Z,8731,239,3
Full Highlights | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T19:08:55Z,1192735,24514,225
2nd Innings Highlights | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T18:33:44Z,300234,6563,93
All Boundaries By Qalandars | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T18:20:38Z,21702,407,13
Erin and Ben Celebrate Their Anniversary- The Bio Bubble Way | HBL PSL 7 | ML2T,2022-02-13T17:18:27Z,347336,7809,210
Powerplay | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T17:13:59Z,66052,1111,20
1st Innings Highlights | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T16:39:19Z,450503,10684,152
Glorious Batting By Iftikhar Ahmed | Lahore vs Quetta | Match 20 | HBL PSL 7 | ML2T,2022-02-13T16:26:16Z,28375,471,12
"""I'll contribute to Quetta to the best of my abilities"" - James Faulkner | HBL PSL 7 | ML2T",2022-02-13T16:16:25Z,8048,335,10
🔔 Verdict 🔔 Erin Holland Recaps #PZvKK with Mike Haysman | HBL PSL 7 | ML2T,2022-02-13T16:06:05Z,6911,262,9
Powerplay | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T15:17:48Z,125127,2138,42
Full Highlights | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T15:15:04Z,667342,13593,243
Full Highlights | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T14:58:51Z,557707,10972,270
Turban Challenge ft Naseem Shah and James Faulkner. #HBLPSL7 #LevelHai | ML2T,2022-02-13T14:58:45Z,76541,2881,52
Toss | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T14:10:31Z,37223,1098,19
🛎️ Preview 🛎️ Erin Holland Previews #LQvQG with Danny Morrison | HBL PSL 7 | ML2T,2022-02-13T13:53:30Z,10521,397,5
Closer | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T13:53:29Z,8238,296,11
Hamaray Heroes Powered by Inverex Solar Energy | Episode 20 | Aakif Azeem,2022-02-13T13:44:00Z,1890,105,7
Opener | Lahore Qalandars vs Quetta Gladiators | Match 20 | HBL PSL 7 | ML2T,2022-02-13T13:39:35Z,7042,225,17
Karachi Kings Fall Of Wickets | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T13:35:31Z,9061,203,27
2nd Innings Highlights | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T13:24:21Z,545448,10411,413
Powerplay | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T12:14:41Z,59127,829,18
All Boundaries By Zalmi | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T12:03:28Z,9506,173,10
Peshawar Zalmi Fall Of Wickets | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T11:50:06Z,19900,268,10
1st Innings Highlights | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T11:37:51Z,414331,8536,105
Hazratullah Zazai Blistering Knock | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T10:56:10Z,65845,1564,27
Powerplay | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T10:19:51Z,62527,954,10
Toss | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T09:13:51Z,42512,1092,33
🏏 Game Plan 🏏Erin and Pommie Talk About The Conditions And Predictions For The #PZVKK Match,2022-02-13T09:06:43Z,7233,292,14
🛎️ Preview 🛎️ Erin Holland Previews #PZvKK with Pommie Mbangwa | HBL PSL 7 | ML2T,2022-02-13T08:37:56Z,7672,206,4
Liam Livingstone Always Loves Playing In Pakistan | HBL PSL 7 | ML2T,2022-02-13T08:33:07Z,13248,629,17
Hamaray Heroes Powered by Inverex Solar Energy | Episode 19 | Afshan Afridi,2022-02-13T08:24:21Z,2790,126,10
Opener | Peshawar Zalmi vs Karachi Kings | Match 19 | HBL PSL 7 | ML2T,2022-02-13T08:16:53Z,10931,354,11
Magical Bowling By Shadab Khan | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-13T07:00:04Z,13159,369,8
Islamabad United Fall Of Wickets | Islamabad vs Quetta | Match 18 | HBL PSL 7 | ML2T,2022-02-13T05:00:02Z,8811,159,3
Full Highlights | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T20:15:00Z,980719,26450,423
🔔 Verdict 🔔 Erin Holland Reviews #IUvQG with Pommie Mbangwa | HBL PSL 7 | ML2T,2022-02-12T20:02:36Z,21933,846,26
Full Highlights | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T19:57:53Z,1037705,23922,455
All Boundaries By Gladiators | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T19:46:36Z,8153,189,8
Thrilling Batting By Umar Akmal | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 |ML2T,2022-02-12T19:35:27Z,241475,4818,141
Closer | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T18:56:23Z,10976,388,28
Winning Shots By Sarfaraz Ahmed | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 |ML2T,2022-02-12T18:48:03Z,26533,651,27
2nd Innings Highlights | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T18:30:38Z,600507,13147,376
“I am just enjoying myself” Lala on his sensational stint today. #HBLPSL7 l #LevelHai l #IUvQG,2022-02-12T18:02:23Z,188162,6247,116
Aggressive Batting By Jason Roy | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 |ML2T,2022-02-12T17:39:42Z,33899,655,22
Powerplay | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T17:18:40Z,58078,765,14
All Boundaries By United | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T17:00:05Z,15242,586,14
1st Innings Highlights | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T16:39:27Z,495195,9678,139
Brilliant Fifty By Faheem Ashraf | Islamabad vs Quetta | Match 18 | HBL PSL 7 | ML2T,2022-02-12T16:28:50Z,50843,959,19
Outstanding Shots By Alex Hales | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 |ML2T,2022-02-12T16:06:42Z,7191,188,7
Boom Boom Afridi Is On Fire | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T15:56:08Z,174821,3178,101
Powerplay | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T15:24:12Z,48483,797,11
The man 🧔🏻‍♂️ Saeed Ajmal talks to Sana Mir about the science of bowling in Dew 🧪 HBL PSL 7 | ML2T,2022-02-12T15:01:57Z,10826,398,24
Toss | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T14:29:30Z,46010,1673,55
🏏 Game Plan 🏏Waqar and Mike Talk About The Conditions And Predictions For The #IUVQG Match,2022-02-12T13:21:36Z,13456,569,23
🛎️ Preview 🛎️ Erin Holland Previews #IUvQG with Danny Morrison | HBL PSL 7 | ML2T,2022-02-12T13:00:29Z,8948,322,15
All Boundaries By Qalandars | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-12T13:00:26Z,4169,84,3
Hamaray Heroes Powered by Inverex Solar Energy | Episode 18 | Jawad Sharif,2022-02-12T12:33:58Z,1908,94,4
Making of a Qalandar Haris Rauf talks about the #HBLPSL7 | ML2T,2022-02-12T12:10:29Z,15615,529,22
Opener | Islamabad United vs Quetta Gladiators | Match 18 | HBL PSL 7 | ML2T,2022-02-12T11:56:58Z,8651,250,15
Jason Roy Talks About The HBL PSL7 With Quetta Gladiators | HBL PSL 7 | ML2U,2022-02-12T11:00:11Z,16339,621,37
Fantastic Partnership By Qalandars | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 |ML2T,2022-02-12T11:00:04Z,7875,293,23
Professor Hafeez Has Done His Job | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-12T09:00:33Z,12544,269,15
Outclass Batting By Fakhar Zaman | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-12T07:00:09Z,11673,269,12
Hamaray Heroes Powered by Inverex Solar Energy | Episode 17 | Haroon Tariq,2022-02-12T05:00:10Z,2728,153,19
Full Highlights | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T20:07:39Z,1082209,27216,357
🔔 Verdict 🔔 Erin Holland Reviews #LQvMS With Danny Morrison | HBL PSL 7 | ML2T,2022-02-11T20:01:13Z,42925,1218,46
Full Highlights | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T19:58:25Z,1331482,29254,356
Closer | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T19:36:05Z,7139,217,13
Erin asks Rashid about todays spell and being 𝐭𝐡𝐚𝐭 close to a hat-trick | HBL PSL 7 | ML2T,2022-02-11T19:07:11Z,21921,773,21
2nd Innings Highlights | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T19:00:03Z,389673,7492,132
Multan Sultans Fall Of Wickets | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T18:38:13Z,113700,1947,46
Powerplay | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T17:29:34Z,56052,716,13
1st Innings Highlights | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T16:41:03Z,485262,9916,148
Brilliant Batting By Kamran Ghulam | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 |ML2T,2022-02-11T16:00:04Z,51150,723,25
Powerplay | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T15:27:49Z,87193,1347,24
🗣 “Aaj maza ayega match ka” | Here’s what fans from Lahore have to say about todays game | ML2T,2022-02-11T14:54:37Z,5360,289,7
Toss | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T14:32:29Z,55992,2033,45
🏏 Game Plan 🏏Nick Knight Talk About The Conditions And Predictions For The #LQvMS Match,2022-02-11T13:30:13Z,16554,639,19
Peshawar Zalmi Fall Of Wickets | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-11T13:00:34Z,8570,129,6
🛎️ Preview 🛎️ Erin Holland Previews #LQvMS with David Gower | HBL PSL 7 | ML2T,2022-02-11T12:56:31Z,12482,364,17
Opener | Lahore Qalandars vs Multan Sultans | Match 17 | HBL PSL 7 | ML2T,2022-02-11T11:32:31Z,27179,656,19
Insane Bowling Spell From Muzarabani | Multan vs Peshawar | Match 16 | HBL PSL 7 | ML2T,2022-02-11T11:00:02Z,68984,1501,52
Multan Sultans Fall Of Wickets | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-11T09:00:18Z,11054,185,8
Brilliant Batting By Shan Masood | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-11T07:00:06Z,40987,650,23
🔔 Verdict 🔔 Erin Holland Reviews #MSvPZ With David Gower | HBL PSL 7 | ML2T,2022-02-10T20:19:38Z,23129,680,18
Full Highlights | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T19:56:20Z,979239,21177,260
Full Highlights | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T19:45:06Z,660374,16812,171
Closer | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T19:37:53Z,8873,284,12
2nd Innings Highlights | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T19:15:01Z,402409,7366,85
All Boundaries By Zalmi | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T18:55:41Z,12091,202,2
Shoaib Malik Is On Fire | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T18:12:14Z,118748,1453,17
Powerplay | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T17:29:02Z,97837,1210,19
All Boundaries By Sultans | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T17:15:01Z,11857,195,10
1st Innings Highlights | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T17:06:01Z,375589,6922,57
Hard Hitting By Tim David | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T16:53:26Z,51236,1240,23
Powerplay | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T15:19:04Z,77235,1208,20
🏏 Game Plan 🏏Nick Knight Talk About The Conditions And Predictions For The #MSvPZ Match,2022-02-10T14:33:19Z,38344,1402,52
Toss | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T14:28:16Z,34938,921,18
Hamaray Heroes Powered by Inverex Solar Energy | Episode 16 | Etizaz Mohsin,2022-02-10T12:52:17Z,6826,302,9
He Is Here 😉 | HBLPSL7 l ML2T,2022-02-10T11:40:56Z,25432,1099,96
Opener | Multan Sultans vs Peshawar Zalmi | Match 16 | HBL PSL 7 | ML2T,2022-02-10T11:30:04Z,64761,2556,49
YOU can be the next voice of cricket in Pakistan 🗣 | #HBLPSL7 l #LevelHai,2022-02-09T17:10:09Z,31802,1710,72
Fantastic Batting By Jason Roy | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-09T15:00:25Z,91654,1941,46
Rizz really is from another dimension. 🤯 #LevelHai #HBLPSL7,2022-02-08T15:10:01Z,396059,8235,170
All Boundaries By Gladiators | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-08T15:00:19Z,23370,372,15
Outclass Batting By James Vince | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 |ML2T,2022-02-08T13:00:36Z,27051,449,16
Lahore Qalandars Fall Of Wickets | Quetta vs Lahore | Match 15 | HBL PSL 7 | ML2T,2022-02-08T11:00:18Z,19083,244,11
Thrilling Batting By Harry Brook | Quetta vs Lahore | Match 15 | HBL PSL 7 | ML2T,2022-02-08T09:00:01Z,57676,1159,36
Exclusive Behind The Scenes of the Making of #AgayDekh #HBLPSL7 l #LevelHai | ML2T,2022-02-08T08:00:14Z,118262,5533,91
Excellent Batting By Fakhar Zaman | Quetta vs Lahore | Match 15 | HBL PSL 7 | ML2T,2022-02-08T07:00:06Z,36770,400,27
The City of Lights Welcomed the #HBLPSL7 with full Fervour | HBL PSL 7 | ML2T,2022-02-08T06:00:10Z,36458,1898,46
🔔 Verdict 🔔 Erin Holland Recaps #QGvLQ with Nick Knight | HBL PSL 7 | ML2T,2022-02-07T20:33:44Z,30924,969,33
Full Highlights | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T20:15:09Z,1248324,31916,516
Fans show their excitement at the end of Karachi leg #HBLPSL7 l #LevelHai | ML2T,2022-02-07T20:02:39Z,6571,368,5
Closer | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T19:53:08Z,8720,258,13
Full Highlights | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T19:36:01Z,1381699,31436,487
2nd Innings Highlights | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T18:48:58Z,658244,13888,289
Fastest Century Of HBL PSL 7 | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T18:10:15Z,174524,3288,143
All Boundaries By Qalandars | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T17:45:05Z,14217,232,12
Powerplay | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T17:25:48Z,89075,1389,29
1st Innings Highlights | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T17:19:33Z,435065,8742,97
Erin Holland Interview with Sir Viv Richards | HBL PSL 7 | ML2T,2022-02-07T16:53:19Z,28661,1373,49
Expensive Over | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T16:32:04Z,119059,2239,56
Powerplay | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T15:17:41Z,121099,1952,37
Who are the fans supporting in the #QGvLQ taakra? #HBLPSL7 l #LevelHai | ML2T,2022-02-07T14:34:36Z,4498,233,9
Karachi Kings Fall of Wickets | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-07T13:00:12Z,26401,359,11
🛎️ Preview 🛎️ Erin Holland Previews #QGvLQ with Nick Knight | HBL PSL 7 | ML2T,2022-02-07T12:56:04Z,10819,425,13
Hamaray Heroes Powered by Inverex Solar Energy | Episode 15 | Bakhtawar Nisar,2022-02-07T12:05:58Z,9013,378,21
Opener | Quetta Gladiators vs Lahore Qalandars | Match 15 | HBL PSL 7 | ML2T,2022-02-07T11:30:06Z,51961,1437,68
All Boundaries By United | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-07T11:00:25Z,6192,130,2
Islamabad United Fall Of Wickets | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-07T09:00:08Z,22007,634,13
Brilliant Effort By Mohammad Nabi | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-07T07:00:05Z,17799,322,4
🔔 Verdict 🔔 Erin Holland Recaps #KKvIU with Nick Knight | HBL PSL 7 | ML2T,2022-02-06T20:08:25Z,17089,553,18
Full Highlights | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T20:05:26Z,645969,15939,195
Full Highlights | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T19:51:33Z,786313,16311,252
"A blazing cameo by Paul Stirling came to an end today. Go well, Stirlo! | HBL PSL 7 | ML2T",2022-02-06T19:15:07Z,15824,504,16
All Boundaries By Kings | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T19:00:05Z,6816,133,5
Closer | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T18:57:58Z,10421,350,9
2nd Innings Highlights | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T18:37:57Z,444667,7820,90
Shadab Khan Destroyed Karachi Kings | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 |ML2T,2022-02-06T17:52:55Z,119442,2037,93
Powerplay | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T17:22:08Z,100478,1679,45
1st Innings Highlights | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T16:52:41Z,350822,7122,96
Powerplay | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T15:20:47Z,82367,1179,29
Erin Holland Chats with Chris Jordan on his first #HBLPSL7 game. #LevelHai l #KKvIU,2022-02-06T14:35:20Z,20391,668,18
🛎️ Preview 🛎️ Erin Holland Previews #KKvIU with Nick Knight | HBL PSL 7 | ML2T,2022-02-06T14:08:14Z,13094,416,18
🏏 GamePlan 🏏Urooj Mumtaz Talks About the Conditions and Predictions for the #KKvIU Match | ML2T,2022-02-06T14:02:20Z,15477,489,26
Viral tiktok moments from karachi stadium 🥰 #shorts,2022-02-06T13:24:35Z,450161,8673,44
𝐎𝐟𝐟 𝐭𝐡𝐞 𝐏𝐢𝐭𝐜𝐡 with Lewis Gregory! #HBLPSL7 l #LevelHai l #KKvIU | ML2T,2022-02-06T13:00:30Z,11003,465,9
Ben Cutting 50 Goes in Vain | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-06T13:00:16Z,14732,276,9
Hamaray Heroes Powered by Inverex Solar Energy | Episode 14 | Raheela Zarmeen,2022-02-06T12:44:58Z,11898,453,30
Opener | Karachi Kings vs Islamabad United | Match 14 | HBL PSL 7 | ML2T,2022-02-06T12:08:57Z,46938,1360,59
Fantastic Batting By Colin Munro | Islamabad United vs Lahore Qalandars | Match 12 | HBL PSL 7 |ML2T,2022-02-06T11:00:29Z,9622,205,12
Lahore Qalandars Fall Of Wickets | Islamabad vs Lahore | Match 12 | HBL PSL 7 | ML2T,2022-02-06T09:00:30Z,20752,556,13
Magical Batting By Mohammad Rizwan | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-06T07:00:03Z,42995,797,21
Thrilling Batting By Abdullah Shafique | Islamabad vs Lahore | Match 12 | HBL PSL 7 | ML2T,2022-02-06T05:00:54Z,21948,530,17
Full Highlights | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T20:45:00Z,803622,20730,223
🔔 Verdict 🔔 Erin Holland Recaps #PZvMS with Nick Knight | HBL PSL 7 | ML2T,2022-02-05T20:22:43Z,17063,538,16
Full Highlights | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T20:07:48Z,1119755,22692,262
All Boundaries By Zalmi | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T19:30:00Z,8461,163,5
Closer | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T19:02:30Z,9746,329,11
2nd Innings Highlights | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T19:00:35Z,354820,5973,89
Peshawar Zalmi Fall Of Wickets | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T18:37:30Z,42311,704,14
Shahnawaz Dahani Excellent Bowling | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T18:14:12Z,111738,2025,66
All Boundaries By Sultans | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T17:30:01Z,9658,204,11
Powerplay | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T17:23:32Z,64653,1224,47
1st Innings Highlights | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T17:00:38Z,434602,8155,136
Run Machine Tim David | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T16:42:18Z,542440,9398,206
Full Highlights | Islamabad United vs Lahore Qalandars | Match 12 | HBL PSL 7 | ML2T,2022-02-05T16:00:07Z,944270,20514,281
Superb Partnership By Sultans | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T15:46:34Z,31318,480,17
Full Highlights | Islamabad United vs Lahore Qalandars | Match 12 | HBL PSL 7 | ML2T,2022-02-05T15:31:47Z,710378,16254,211
Powerplay | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T15:22:31Z,38972,487,12
🔔 Verdict 🔔 Erin Holland Recaps #IUvLQ with Mike Haysman | HBL PSL 7 | ML2T,2022-02-05T15:20:31Z,6472,298,9
Toss | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T14:35:54Z,29370,805,8
Hamaray Heroes Powered by Inverex Solar Energy | Episode 13 | Zaheer Khattak,2022-02-05T14:29:30Z,3175,174,15
All Boundaries By Islamabad | Islamabad United vs Lahore Qalandars | Match 12 | HBL PSL 7 | ML2T,2022-02-05T14:09:45Z,5731,140,9
Experience the last over of Zaman Khan for Lahore Qalandars! #HBLPSL7 l #LevelHai l #IUvLQ,2022-02-05T14:02:09Z,82025,2010,46
🛎️ Preview 🛎️ Erin Holland Previews #MSvPZ with Pommie Mbangwa | HBL PSL 7 | ML2T,2022-02-05T14:00:07Z,8895,345,13
2nd Innings Highlights | Islamabad United vs Lahore Qalandars | Match 12 | HBL PSL 7 | ML2T,2022-02-05T13:44:43Z,548194,13605,344
Opener | Peshawar Zalmi vs Multan Sultans | Match 13 | HBL PSL 7 | ML2T,2022-02-05T13:12:42Z,22892,649,29
Brilliant Batting By Shadab Khan | Islamabad United vs Lahore Qalandars | Match 12 | HBL PSL 7 |ML2T,2022-02-05T12:53:06Z,113351,2002,36
